_id,ano,mes,processo_numero,solicitacao_data,solicitacao_hora,solicitacao_descricao,solicitacao_regional,solicitacao_bairro,solicitacao_localidade,solicitacao_endereco,solicitacao_roteiro,rpa_codigo,rpa_nome,solicitacao_microrregiao,solicitacao_plantao,solicitacao_origem_chamado,latitude,longitude,solicitacao_vitimas,solicitacao_vitimas_fatais,processo_situacao,processo_tipo,processo_origem,processo_localizacao,processo_status,processo_data_conclusao
194,2019,05-maio,8050034219,2019-05-02T00:00:00,10:39,"SOLICITA QUE SEJA FEITO VISTORIA EM SUA RESIDENCIA ONDE SÃO VARIAS CASAS DE ALUGUEL ,POIS  HA RACHADURA NO MURO DE ENTRADA DO PORTÃO NO QUARTO DOS FUNDOS E NA AREIA DE SERVIÇO AS PAREDES ESTÃO ÚMIDAS E SALIÊNCIA NO PISO E POR FORA DAS CADAS HÁ ALGUMAS VIGAS COM OS FERROS EXPOSTOS..",PLANICIE,AFOGADOS,AFOGADOS,RUA APRÍGIO ALVES N 23,JUNTO A LIGA DOS PROPRIETÁRIO DA VILA E A CAPELA DE SÃO MIGUEL PROCURAR POR NIEDJA ( A MESMA PEDI QUE ENTRE EM CONTATO ANTES DE IR),5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-05-02T11:23:32
195,2019,05-maio,8067733619,2019-05-31T00:00:00,16:21,8065950019 usuário solicita cancelamento do protocolo,PLANICIE,AFOGADOS,AFOGADOS,rua sargento wolff 183,próximo ao clube sargento wolf,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-06-03T15:44:49
196,2019,05-maio,8065950019,2019-05-29T00:00:00,09:15,USUÁRIO INFORMA SOBRE PRÉDIO MUITO ANTIGO E COM ALGUMAS RACHADURAS E DESEJA UMA VISTORIA PARA DESCARTAR QUALQUER PERIGO DE DESABAMENTO,PLANICIE,AFOGADOS,AFOGADOS,"RUA SARGENTO WOLF, 183",REF:PRÓXIMO AO CLUBE SARGENTO WOLFF,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-06-03T15:43:43
197,2019,05-maio,8064752019,2019-05-27T00:00:00,10:20,USUÁRIA INFORMA QUE A CASA FOI CONSTRUÍDA PELO MESMO DONO DO PRÉDIO QUE DESABOU ULTIMAMENTE DO FERRO VELHO. USUÁRIA INFORMA QUE A CASA SE ENCONTRA INCLINADA AMEAÇANDO CAIR. EXISTEM DIVERSAS CASAS PRÓXIMAS AO LOCAL.,PLANICIE,AFOGADOS,AFOGADOS,TRAVESSA  JOSÉ JUVENCIO CASA N06,NA ESQUINA DA RUA CAMPO LARGO. PRÓXIMO A ESCOLA DE SIMA LINO LIL,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-05-27T16:24:12
198,2019,04-abril,8042805319,2019-04-12T00:00:00,10:41,USUÁRIO SOLICITA VISTORIA DA EQUIPE A MESMA INFORMA QUE O LOCAL APRESENTA ALGUMAS RACHADURAS DENTRE OUTRAS COISAS,PLANICIE,AFOGADOS,AFOGADOS,RUA PISTOIA N 196,PRÓXIMO A DISTRIBUIDORA DE CARNE NOSSA SENHORA DA CONCEIÇÃO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-04-16T14:40:23
199,2019,04-abril,8045925019,2019-04-23T00:00:00,10:10,SR. SOLICITA A VISTORIA NA SUA CASA POIS A LAJEM DO VIZINHO ESTA ESCORADA COM VIGAS QUE SE DER UMA CHUVA PODE VIM A CAIR E ATINGIR SUA RESIDENCIA,PLANICIE,AFOGADOS,AFOGADOS,RUA FIRMINO DE FIGUEIREDO N 186A,POR TRÁS DO LEMOS HOTEL,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-04-25T16:08:15
200,2019,02-fevereiro,8012302319,2019-02-01T00:00:00,16:54,"CORPO DE BOMBEIROS SOLICITA PRESENÇA DA EQUIPE DA DEFESA CIVIL, HOUVE UM INCÊNDIO NA  RESIDENCIA.",PLANICIE,AFOGADOS,AFOGADOS,JOSÉ MIRANDA N 174,PRÓXIMO AO EROS HOTEL,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-02-05T11:19:09
201,2019,02-fevereiro,8015390019,2019-02-07T00:00:00,16:25,"usuária informa que por conta das chuvas a casa esta com a estrutura com danos e gerando infiltrações e riscos de desabamento. a mesma informa que partes do imóvel, como cozinha e sala estão com esses danos",PLANICIE,AFOGADOS,AFOGADOS,"rua luiz figueiroa , n 304",comedoria da pizza,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-02-08T10:46:42
202,2019,02-fevereiro,8018812319,2019-02-15T00:00:00,09:59,INFORMA QUE VIZINHA MORA EM CASA FEITA DE MADEIRAS E PLANTAS. ESTA COM RISCO DE CAIR EM CIMA DELA OU DE MORADORES VIZINHO. NAO EXISTE CONDICOES DE MORADIA NO LOCAL DEVIDA AO ESTADO DA MORADIA COMO DO TERRENO. HA BASTANTE LIXO TAMBEM NO LOCAL. JA FOI FEITO VARIAS DENUNCIAS E NINGUEM FOI NO LOCAL. VIZINHA E UMA IDOSA,PLANICIE,AFOGADOS,AFOGADOS,RUA TURIACU    288,PROCURAR POR LUCIANA.     SEGUNDA RUA . PROXIMO AO SUPERMERCADO RENASCER,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-03-11T15:36:37
203,2019,02-fevereiro,8016867519,2019-02-12T00:00:00,09:36,"POPULARES DERRUBARAM UMA PAREDE DA CASA QUE JA TINHA E AGORA ESTAO COLOCANDO LAJE, ESSA CASA FICA EM FRENTE A OFICINA 1848. A USUARIA INFORMA QUE TEM MEDO DE VIR A DESABAR SOBRE SUA CASA",PLANICIE,AFOGADOS,AFOGADOS,"ESTRADA DOS REMEDIOS,1845",APÓS A PONTE DOS REMEDIOS DO LADO ESQUERDO,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-02-14T10:21:24
204,2019,01-janeiro,8009245219,2019-01-28T00:00:00,11:41,Usuário solicita Vistoria em imóvel que alagou o quintal e agua na rua estar na altura da cintura,PLANICIE,AFOGADOS,AFOGADOS,Rua Ernesto Cavalcanti,Eros Hotel,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2019-01-28T16:21:54
205,2018,06-junho,8072152018,2018-06-06T00:00:00,14:33,"USUÁRIO AFIRMA QUE A LAJE DA CASA DELE , APRESENTOU RACHADURAS COM RISCO DE CAIR .",PLANICIE,AFOGADOS,AFOGADOS,RUA DA LUTA N  55,"APÓS A SÉTIMA RUA , PRÓXIMO A PRAÇA.",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-06-07T16:07:45
206,2018,06-junho,8081368118,2018-06-26T00:00:00,10:55,"O USUARIO QUE SOLICITA VISTORIA NO TELHADO DO BLOCO MATUTAS DE SAO JOSE, POIS ESTÁ SOUTO OS TELHADOS.O MESMO PEDE A AJUDA DO SEDEC.",PLANICIE,AFOGADOS,AFOGADOS,"RUA   CABEDELO, N 60",CHEGANDO NA 21 ABRIL SENTIDO CRUZAMENTO COM A COSME VIANA TERCEIRA RUA A DIREITA.EM FRENTE A GALERIA AFOGADOS CENTER.PERTO DO RESTAURANTE COISAS DO SERTAO.,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-06-27T10:16:51
207,2018,06-junho,8076297218,2018-06-13T00:00:00,08:49,USUÁRIO SOLICITA QUE SEJA FEITO UMA VISTORIA EM SUA RESIDENCIA POIS AFIRMA QUE SURGIRAM ALGUMAS RACHADURAS EM SUA LAJE A POIS O VIZINHO COMEÇA UMA CONSTRUÇÃO E SUA RESIDENCIA ESTA COM INFILTRAÇÕES FAVOR VERIFICAR O MESMO PEDI URGÊNCIA,PLANICIE,AFOGADOS,AFOGADOS,RUA SÃO LOURENÇO N 32,PRÓXIMO A ESTAÇÃO IPIRANGA E PRÓXIMO A MATERNIDADE BANDEIRA FILHO SEM MAS REFERENCIAS PROCURAR POR DANIEL,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-06-13T14:20:28
208,2018,06-junho,8071440118,2018-06-05T00:00:00,13:53,"USUÁRIO SOLICITA VISTORIA EM SUA RESIDENCIA QUE SE TRATA DE TÉRREO E PRIMEIRO ANDAR, ESTA APRESENTANDO RACHADURAS NAS PAREDES E NA ESCADARIA, A CERÂMICA SE SOLTANDO E RACHANDO",PLANICIE,AFOGADOS,AFOGADOS,RUA BREJO DA MADRE DE DEUS N 100,POR TRÁS DA TUPAN DE AFOGADOS,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-06-11T09:24:25
209,2018,06-junho,8079182118,2018-06-19T00:00:00,17:00,"USUÁRIA SOLICITA VISTORIA EM CASA AO LADO DA DELA QUE ESTA SEM MORADOR A UM ANO E ESTA COM OS TELHADOS CAINDO E AS PAREDES DANIFICADAS, A MESMA TEME PELA SUA CASA QUE PODE SER ATINGIDA.",PLANICIE,AFOGADOS,AFOGADOS,RUA LUIZ FIGUEROA N304,AO LADO COMEDORIA DA PIZZA,5,5-SUDOESTE,5.1,Sim,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-06-27T10:28:20
210,2018,06-junho,8082880818,2018-06-29T00:00:00,09:56,"USUÁRIO INFORMA QUE ACABOU DE SAIR DA DEFESA CIVIL E GEISE DISSE QUE TERIA QUE LIGAR PARA SOLICITAR AQUI NA CENTRAL, UMA CONSTRUÇÃO IRREGULAR EM ÁREA PLANA COM BASTANTE RISCO E CASAS AO LADO. FAVOR VERIFICAR.",PLANICIE,AFOGADOS,AFOGADOS,RUA MARIA JOSE DE LIMA N 42 44,POR TRÁS DA FACULDADE NOVA ROMA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-07-11T11:12:13
211,2018,05-maio,8059953218,2018-05-08T00:00:00,11:02,"DESEJA DENUNCIAR PRÉDIO COM RACHADURAS NAS PAREDES ,INFILTRAÇÃO ,O PISO ESTA QUASE INEXISTENTE .TRABALHAM COM ELETRICIDADE .ESSE PRÉDIO JÁ FOI  INTERDITADO POR ENGENHEIRO POREM CONTINUA FUNCIONANDO EM SITUAÇÃO DE RISCO .",PLANICIE,AFOGADOS,AFOGADOS,RUA SÃO MIGUEL 485,"FICA DE FRENTE A UM POSTO DE GASOLINA , DEPOIS DA IGREJA BATISTA DE AFOGADOS .",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-05-14T13:37:45
212,2018,05-maio,8059952618,2018-05-08T00:00:00,11:02,"DESEJA DENUNCIAR PRÉDIO COM RACHADURAS NAS PAREDES ,INFILTRAÇÃO ,O PISO ESTA QUASE INEXISTENTE .TRABALHAM COM ELETRICIDADE .ESSE PRÉDIO JÁ FOI  INTERDITADO POR ENGENHEIRO POREM CONTINUA FUNCIONANDO EM SITUAÇÃO DE RISCO .",PLANICIE,AFOGADOS,AFOGADOS,RUA SÃO MIGUEL 485,"FICA DE FRENTE A UM POSTO DE GASOLINA , DEPOIS DA IGREJA BATISTA DE AFOGADOS .",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-05-08T11:35:01
213,2018,05-maio,8058623918,2018-05-04T00:00:00,13:59,"USUÁRIA SOLICITA VISTORIA NO IMÓVEL , POIS APRESENTA RACHADURAS NAS VIGAS E ESCUTOU ESTALOS.",PLANICIE,AFOGADOS,AFOGADOS,RUA VINTE E UM DE ABRIL,"BECO DA FARMACIA DO TRABALHADOR DO BRASIL. SEGUNDO DUPLEX, O QUE NÃO ESTÁ REBOCADO.",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-05-14T11:48:41
214,2018,05-maio,8066631718,2018-05-23T00:00:00,08:45,"USUÁRIO INFORMA SOBRE CASA ABANDONADA ONDE OS DONOS FALECERAM E OS FAMILIARES NÃO LIGAM.CASA COM A ESTRUTURA MUITO DETERIORADA PODENDO CAIR A QUALQUER MOMENTO, SOLICITA VISTORIA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA JUVANDA, 95","APÓS MEGAPEÇAS, PRÓXIMO A ESCOLA MUNICIPAL SANTA EDWIRGES",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-05-23T16:14:04
215,2018,04-abril,8048329018,2018-04-16T00:00:00,08:46,"DESEJA VISTORIA EM MURO COM RISCO DE QUEDA, 28 METROS  DE COMPRIMENTOS E ALTURA MAIS OU MENOS DE 2,50 .",PLANICIE,AFOGADOS,AFOGADOS,RUA CORONEL  ALFREDO DUARTE 497,PRÓXIMO AO CLUBE SARGENTO ROLF,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-04-16T16:26:41
216,2018,04-abril,8044792818,2018-04-09T00:00:00,16:30,"USUÁRIA SOLICITA VISTORIA EM SEU IMÓVEL, POIS ESTÁ APRESENTANDO RACHADURAS E INFILTRAÇÃO.",PLANICIE,AFOGADOS,AFOGADOS,"RUA DO DESPACHO , N 46","RUA AO LADO DO COLÉGIO NOSSA SENHORA DE FATIMA, NA RUA DA ANTIGA SOUZA LUNA.",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-04-12T16:03:07
217,2018,04-abril,8043399018,2018-04-06T00:00:00,12:07,USUÁRIA SOLICITA QUE SEJA FEITO UMA VISTORIA EM SUA RESIDENCIA POIS AFIRMA QUE EM TODOS OS CÔMODOS DA RESIDENCIA ESTÃO CHEIO DE RACHADURAS ESTÃO FAZENDO AS PAREDES ABRIREM AOS POUCOS COM ISSO SOLICITA A MÁXIMA URGÊNCIA POIS HÁ IDOSO NO IMÓVEL FAVOR VERIFICAR,PLANICIE,AFOGADOS,AFOGADOS,RUA MAESTRO NELSON FERREIRA N 420,SENTIDO CIDADE SUBÚRBIO PASSANDO O QUARTEL ENTRADA NA RUA DO POSTO DE GASOLINA A ESQUERDA EM ENTRA A PRIMEIRA A ESQUERDA NOVAMENTE PROCURAR POR JAMILE  FONE: 8188745454,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-04-10T14:11:16
218,2018,04-abril,8042051018,2018-04-04T00:00:00,11:19,"DESEJA VISTORIA EM MURO DE ARIMO COM RISCO DE QUEDA EM VARIAS CASA ,MURO CONSTRUÍDO PELO MERCADÃO DE VIDRO ( OBS: MURO CHEIO DE INFILTRAÇÕES  E RACHADURAS )",PLANICIE,AFOGADOS,AFOGADOS,RUA SÃO LUCAS  617,APROXIMO A OFICINA CORCEL  E EM FRENTE DA LANCHONETE DA DEJA,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-04-04T12:40:20
219,2018,04-abril,8049268518,2018-04-17T00:00:00,12:33,"USUÁRIO SOLICITA VISTORIA EM SUA RESIDENCIA, INFORMA QUE ESTÁ APRESENTANDODANOS, ESTÁ DECLINADA E MINANDO ÁGUA PELO SOLO. PEDE URGÊNCIA .",PLANICIE,AFOGADOS,AFOGADOS,"RUA AV CENTRAL , N 1973","LOCAL CONHECIDO COMO  BUEIRO,APOS O PONTILHÃO.",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-04-24T14:27:35
220,2018,04-abril,8044794018,2018-04-09T00:00:00,16:30,USUÁRIO SOLICITA A VISTORIA DE UM PRÉDIO ONDE CAIU O DESCOLAMENTO DE REVESTIMENTO E ENCONTRA/SE COM RACHADURAS  .,PLANICIE,AFOGADOS,AFOGADOS,RUA MOTO COLOMBO N 93,"AO LADO DO BANCO SANTANDER , EM FRENTE A PRAÇA LARGO DA PAZ .",5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-04-10T15:47:35
221,2018,03-marco,8027512018,2018-03-02T00:00:00,09:44,USUÁRIA SOLICITA VISTORIA DA DEFESA CIVIL POIS SUA CASA ESTÁ CHEIA DE RACHADURAS E A MESMA TEME PELA VIDA DE SUA FAMILIA,PLANICIE,AFOGADOS,AFOGADOS,"RUA SANTA HELENA, 121",REF::PADARIA N.S DA CONCEIÇÃO,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.083724499999999,-34.91249670000002,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-03-13T15:49:56
222,2018,02-fevereiro,8018153118,2018-02-07T00:00:00,14:50,USUÁRIA SOLICITA VISTORIA NA RESIDENCIA QUE ESTÁ APRESENTANDO RACHADURAS EM VÁRIOS CÔMODOS .PEDE URGÊNCIA.,PLANICIE,AFOGADOS,AFOGADOS,"RUA TURIAÇU , N 500","ENTRADA AO LADO DA IGREJA DA SÉ ,SEGUNDA RUA A DIREITA.",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.082568199999999,-34.91496410000002,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-03-14T16:31:01
223,2018,02-fevereiro,8020285918,2018-02-15T00:00:00,16:29,"USUÁRIO SOLICITA A VISTORIA EM RESIDENCIA, POIS INFORMA QUE ESTRUTURA ESTA BASTANTE DANIFICADA E APRESENTANDO RACHADURAS. INFORMA QUE CASA ESTA ABANDONADA E OFERECE RISCO AS CASAS VIZINHAS. FAVOR VERIFICAR.",PLANICIE,AFOGADOS,AFOGADOS,"RUA SANTA VITORIA, N 315",VILA SÃO MIGUEL. PROXIMO AO BAR DO VADO E A ESCOLA MUNICIPAL DA PREFEITURA. CONHECIDA COMO NONA RUA DA VILA SÃO MIGUEL.,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0845042,-34.91321260000001,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-02-19T11:15:20
224,2018,02-fevereiro,8020112718,2018-02-15T00:00:00,13:48,"USUÁRIO SOLICITA VISTORIA EM SUA RESIDENCIA, INFORMA QUE ESTÁ APRESENTANDO RACHADURAS. PEDE URGÊNCIA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA ARNALDO PIMENTEL, N 151","PRÓXIMO AO RESTAURANTE CHINA INBOX, E RESTAURANTE BODE DO NÔ.",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.079303,-34.91751900000003,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-02-20T10:56:06
225,2018,01-janeiro,8012042318,2018-01-26T00:00:00,14:59,USUÁRIA SOLICITA UMA VISTORIA DE ARVORE QUE FICA NO QUINTAL DE SEU VIZINHO E ESTÁ OFERECENDO RISCO DE CAIR E ATINGIR A SUA RESIDENCIA.,PLANICIE,AFOGADOS,AFOGADOS,"RUA GENERAL CARLOS LIRA,PRÓXIMO A RESIDENCIA DE N 206",AO LADO DA MATERNIDADE BANDEIRA FILHO. ULTIMA CASA DA RUA .,5,5-SUDOESTE,5.1,Não,Ocorrências,,,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-01-26T15:24:00
226,2018,01-janeiro,8011959018,2018-01-26T00:00:00,13:41,"USUÁRIO SOLICITA A VISTORIA EM ARVORE DE GRANDE PORTE LOCALIZADA DENTRO DA RESIDENCIA DO SEU VIZINHO, POIS INFORMA QUE QUANDO VENTA FORTE ELA INCLINA COMPLETAMENTE PARA SUA RESIDENCIA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA GENERAL CARLOS LIRA, N 206",AO LADO DA MATERNIDADE BANDEIRA FILHO. ULTIMA CASA DO LADO DO PONTILHÃO. CASA QUE ARVORE FICA LOCALIZADA É AO LADO DO NUMERO 206. PRIMEIRO ANDAR DE CERÂMICA BRANCA.,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.078465999999999,-34.91033700000003,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-02-01T14:06:37
227,2018,01-janeiro,8011039918,2018-01-24T00:00:00,15:30,"USUÁRIO SOLICITA VISTORIA PARA ARMARZÉM ONDE HÁ UM MURO QUE ESTÁ PRESTES A CAIR,COM RACHADURAS E INCLINADO.PODE VIR A PREJUDICAR MORADORES DA REDONDEZA POIS É MUITO ALTO.",PLANICIE,AFOGADOS,AFOGADOS,RUA SANTA HELENA   S N,AO LADO DO NÚMERO 397 /// ARMAZÉM GLÓRIA  // VILA SÃO MIGUEL,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0840309,-34.91400699999997,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-01-25T15:41:21
228,2018,01-janeiro,8010865218,2018-01-24T00:00:00,12:23,SOLICITA VISTORIA POIS SUA RESIDENCIA ESTA APRESENTANDO RACHADURAS,PLANICIE,AFOGADOS,AFOGADOS,RUA,UMA RUA ANTES DA CRECHE LUZINHA,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.002924499999999,-34.87260170000002,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-01-25T15:43:28
229,2018,01-janeiro,8009326418,2018-01-22T00:00:00,09:15,"USUÁRIO SOLICITA VISTORIA EM UMA CONSTRUÇÃO IRREGULAR , INFORMA QUE ESTA APRESENTANDO RISCO PARA OS MORADORES QUE MORA AO LADO PEDE URGÊNCIA , PÓS ESTA SEM PROTEÇÃO NENHUMA.",PLANICIE,AFOGADOS,AFOGADOS,RUA TRÊS DE AGOSTO SEM NUMERO,"AO LADO DO MOTEL EROS, E CONSTRUÇÃO FICA AO LADO DA PADARIA ALIANÇA.",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0747795,-34.908479899999975,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-02-01T14:15:29
230,2017,12-dezembro,8113128217,2017-12-07T00:00:00,13:49,"USUARIA SOLICITA VISTORIA EM SUA RESIDENCIA, INFORMA QUE A LAJE ESTA COM MUITAS RACHADURAS, UMA PARTE DO TETO DO QUARTO CEDEU, AS FERRAGENS ESTA A MOSTRA E ENFERRUJADA. PEDE URGENCIA",PLANICIE,AFOGADOS,AFOGADOS,AV MAESTRO NELSON FERREIRA 148,"ANTES DO RESTAURANTE BODE DO NÓ, NA ESQUINA TEM O BAR BARRIO E O LAVA JATO. RUA SEM SAIDA",5,5-SUDOESTE,5.1,Não,Ocorrências,-8.1776056,-34.92024090000001,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-12-07T16:01:18
231,2017,12-dezembro,8116730517,2017-12-19T00:00:00,13:22,"USUÁRIA  INFORMA QUE RESIDENCIA ESTA COM A ESTRUTURA DANIFICADA, COM PAREDES BALANÇANDO E APRESENTANDO RACHADURAS. SOLICITA A VISTORIA COM URGÊNCIA.",PLANICIE,AFOGADOS,AFOGADOS,"RUA TRÊS DE AGOSTO,  N 37",PRÓXIMO AO EROS HOTEL E A CASA DA GRANDES.,5,5-SUDOESTE,5.1,Não,Ocorrências,-8.0753495,-34.907899499999985,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2018-02-05T16:05:40
232,2017,11-novembro,8105207417,2017-11-15T00:00:00,22:06,"USUÁRIA SOLICITA A VISTORIA EM UM PRÉDIO DE 3 ANDARES, ONDE FOI OUVIDO UM ESTALO E IMEDIATAMENTE O PISO DO 1 ANDAR ESTOUROU.",PLANICIE,AFOGADOS,AFOGADOS,RUA SARGENTO WOLF,"ED. MADALENA.NA RUA DO CLUBE SARGENTO WOLF.ANDRÉ BARRETO, ESPOSO DA SOLICITANTE: (81)9646 5167.",5,5-SUDOESTE,5.1,Sim,Ocorrências,-8.0712022,-34.911357899999985,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-11-16T15:23:18
233,2017,11-novembro,8108532317,2017-11-23T00:00:00,19:41,"USUÁRIO SOLICITA A VISITA DE UMA EQUIPE TÉCNICA NO LOCAL, POIS HOUVE DOIS INCÊNDIOS NA CASA VIZINHA E O MURO QUE FICA COLADO COM ESSA CASA ESTÁ APRESENTANDO RISCO EMINENTE DE QUEDA. FAVOR VERIFICAR COM URGÊNCIA.",PLANICIE,AFOGADOS,AFOGADOS,RUA CARLOS PENA FILHO,"VINDO DO LARGO DA PAZ PASSOU O QUARTEL DO EXÉRCITO, ENTRA NA ESQUINA DO POSTO DA BANDEIRA FEDERAL.CELULAR: (81)996367589.",5,5-SUDOESTE,5.1,Sim,Ocorrências,-8.0829535,-34.91720810000004,Não,Não,completo,ATENDIMENTO,"",SEDEC - GERÊNCIA REGIONAL PLANICIE,ARQUIVADO,2017-11-24T13:50:49
